high,2,0,1,"false",1,1,0.20000000000000004
high,2,0,1,"true",1,1,0.05
high,2,0,1,"false",1,2,0.20000000000000004
high,2,0,1,"true",1,2,0.05
high,2,0,1,"false",2,1,0.20000000000000004
high,2,0,1,"true",2,1,0.05
high,2,0,1,"false",2,2,0.20000000000000004
high,2,0,1,"true",2,2,0.05
mid,2,0,1,"false",1,1,0.20000000000000004
mid,2,0,1,"true",1,1,0.05
mid,2,0,1,"false",1,2,0.20000000000000004
mid,2,0,1,"true",1,2,0.05
mid,2,0,1,"false",2,1,0.20000000000000004
mid,2,0,1,"true",2,1,0.05
mid,2,0,1,"false",2,2,0.20000000000000004
mid,2,0,1,"true",2,2,0.05
low,2,0,1,"false",1,1,0.20000000000000004
low,2,0,1,"true",1,1,0.05
low,2,0,1,"false",1,2,0.20000000000000004
low,2,0,1,"true",1,2,0.05
low,2,0,1,"false",2,1,0.20000000000000004
low,2,0,1,"true",2,1,0.05
low,2,0,1,"false",2,2,0.20000000000000004
low,2,0,1,"true",2,2,0.05
high,2,0,2,"false",1,1,0.19489582435029226
high,2,0,2,"true",1,1,0.0051856260757828215
high,2,0,2,"false",1,2,0.19439155380347736
high,2,0,2,"true",1,2,0.048597888450869334
high,2,0,2,"false",2,1,0.19439155380347736
high,2,0,2,"true",2,1,0.048597888450869334
high,2,0,2,"false",2,2,0.19245455822782057
high,2,0,2,"true",2,2,0.12148510683741102
mid,2,0,2,"false",1,1,0.18964432086615066
mid,2,0,2,"true",1,1,0.0008021715154563899
mid,2,0,2,"false",1,2,0.1887721466234487
mid,2,0,2,"true",1,2,0.0676394384451319
mid,2,0,2,"false",2,1,0.1887721466234487
mid,2,0,2,"true",2,1,0.0676394384451319
mid,2,0,2,"false",2,2,0.18762656963473198
mid,2,0,2,"true",2,2,0.10910376784649978
low,2,0,2,"false",1,1,0.1865834716678338
low,2,0,2,"true",1,1,0.00017882556743511167
low,2,0,2,"false",1,2,0.18548890219378647
low,2,0,2,"true",1,2,0.07752726284217447
low,2,0,2,"false",2,1,0.18548890219378647
low,2,0,2,"true",2,1,0.07752726284217447
low,2,0,2,"false",2,2,0.18477724161122225
low,2,0,2,"true",2,2,0.10242813108158694
high,2,0,3,"false",1,1,0.1979963132293474
high,2,0,3,"true",1,1,0.025983016962293427
high,2,0,3,"false",1,2,0.1979963132293474
high,2,0,3,"true",1,2,0.025983016962293427
high,2,0,3,"false",2,1,0.1979963132293474
high,2,0,3,"true",2,1,0.025983016962293427
high,2,0,3,"false",2,2,0.19522832244403523
high,2,0,3,"true",2,2,0.13283368698104234
mid,2,0,3,"false",1,1,0.19935784445627727
mid,2,0,3,"true",1,1,0.009739703073241615
mid,2,0,3,"false",1,2,0.19935784445627727
mid,2,0,3,"true",1,2,0.009739703073241615
mid,2,0,3,"false",2,1,0.19935784445627727
mid,2,0,3,"true",2,1,0.009739703073241615
mid,2,0,3,"false",2,2,0.1888510300275228
mid,2,0,3,"true",2,2,0.1838563273839205
low,2,0,3,"false",1,1,0.20212674713258175
low,2,0,3,"true",1,1,0.0037334778001491893
low,2,0,3,"false",1,2,0.20212674713258175
low,2,0,3,"true",1,2,0.0037334778001491893
low,2,0,3,"false",2,1,0.20212674713258175
low,2,0,3,"true",2,1,0.0037334778001491893
low,2,0,3,"false",2,2,0.18118659438476017
low,2,0,3,"true",2,2,0.20123273081704696
high,2,0,4,"false",1,1,0.18504135485639334
high,2,0,4,"true",1,1,0.00006558766048691164
high,2,0,4,"false",1,2,0.18367665110195633
high,2,0,4,"true",1,2,0.08795436805908362
high,2,0,4,"false",2,1,0.18367665110195633
high,2,0,4,"true",2,1,0.08795436805908362
high,2,0,4,"false",2,2,0.18367665110195633
high,2,0,4,"true",2,2,0.08795436805908362
mid,2,0,4,"false",1,1,0.1874974446442674
mid,2,0,4,"true",1,1,0.00032407296508919704
mid,2,0,4,"false",1,2,0.18623983834597932
mid,2,0,4,"true",1,2,0.08448632245090175
mid,2,0,4,"false",2,1,0.18623983834597932
mid,2,0,4,"true",2,1,0.08448632245090175
mid,2,0,4,"false",2,2,0.18623983834597932
mid,2,0,4,"true",2,2,0.08448632245090175
low,2,0,4,"false",1,1,0.1903316694224594
low,2,0,4,"true",1,1,0.0011770204385372267
low,2,0,4,"false",1,2,0.18919576335168434
low,2,0,4,"true",1,2,0.08030134002798348
